timestamp,EAR,blink_detected,eye_state
2025-01-01 10:10:55,0.208,0,open
2025-01-01 10:10:56,0.185,0,closed
2025-01-01 10:10:57,0.161,1,open
2025-01-01 10:10:58,0.267,1,squint
2025-01-01 10:10:59,0.313,0,closed
2025-01-01 10:11:00,0.346,0,squint
2025-01-01 10:11:01,0.223,0,open
2025-01-01 10:11:02,0.211,0,closed
2025-01-01 10:11:03,0.19,1,open
2025-01-01 10:11:04,0.316,0,closed
2025-01-01 10:11:05,0.24,0,open
2025-01-01 10:11:06,0.172,0,open
2025-01-01 10:11:07,0.349,0,open
2025-01-01 10:11:08,0.346,0,open
2025-01-01 10:11:09,0.26,0,open
2025-01-01 10:11:10,0.202,0,open
2025-01-01 10:11:11,0.302,0,open
2025-01-01 10:11:12,0.161,0,open
2025-01-01 10:11:13,0.188,0,open
2025-01-01 10:11:14,0.263,0,open
2025-01-01 10:11:15,0.21,0,squint
2025-01-01 10:11:16,0.298,0,open
2025-01-01 10:11:17,0.291,0,open
2025-01-01 10:11:18,0.233,0,open
2025-01-01 10:11:19,0.327,0,open
2025-01-01 10:11:20,0.255,0,closed
2025-01-01 10:11:21,0.161,1,open
2025-01-01 10:11:22,0.249,1,open
2025-01-01 10:11:23,0.286,0,closed
2025-01-01 10:11:24,0.281,0,closed
2025-01-01 10:11:25,0.346,0,open
2025-01-01 10:11:26,0.261,0,open
2025-01-01 10:11:27,0.161,0,closed
2025-01-01 10:11:28,0.275,0,open
2025-01-01 10:11:29,0.249,0,open
2025-01-01 10:11:30,0.209,0,open
2025-01-01 10:11:31,0.213,0,closed
2025-01-01 10:11:32,0.178,0,closed
2025-01-01 10:11:33,0.229,1,open
2025-01-01 10:11:34,0.346,0,open
2025-01-01 10:11:35,0.299,0,open
2025-01-01 10:11:36,0.301,0,open
2025-01-01 10:11:37,0.309,0,open
2025-01-01 10:11:38,0.248,0,open
2025-01-01 10:11:39,0.226,0,squint
2025-01-01 10:11:40,0.302,0,open
2025-01-01 10:11:41,0.228,0,closed
2025-01-01 10:11:42,0.187,0,open
2025-01-01 10:11:43,0.181,0,open
2025-01-01 10:11:44,0.3,0,open
2025-01-01 10:11:45,0.327,0,open
2025-01-01 10:11:46,0.2,0,open
2025-01-01 10:11:47,0.25,0,closed
2025-01-01 10:11:48,0.286,0,open
2025-01-01 10:11:49,0.17,0,squint
2025-01-01 10:11:50,0.286,0,open
2025-01-01 10:11:51,0.332,0,open
2025-01-01 10:11:52,0.154,1,open
2025-01-01 10:11:53,0.303,0,closed
2025-01-01 10:11:54,0.308,0,closed
2025-01-01 10:11:55,0.302,0,open
2025-01-01 10:11:56,0.21,0,open
2025-01-01 10:11:57,0.178,0,open
2025-01-01 10:11:58,0.165,0,closed
2025-01-01 10:11:59,0.253,0,squint
2025-01-01 10:12:00,0.182,0,open
2025-01-01 10:12:01,0.258,0,closed
2025-01-01 10:12:02,0.287,0,open
2025-01-01 10:12:03,0.219,0,squint
2025-01-01 10:12:04,0.217,0,open
2025-01-01 10:12:05,0.319,0,closed
2025-01-01 10:12:06,0.346,0,closed
2025-01-01 10:12:07,0.306,0,closed
2025-01-01 10:12:08,0.226,0,squint
2025-01-01 10:12:09,0.261,0,open
2025-01-01 10:12:10,0.18,1,closed
2025-01-01 10:12:11,0.249,0,open
2025-01-01 10:12:12,0.29,0,closed
2025-01-01 10:12:13,0.192,0,open
2025-01-01 10:12:14,0.323,0,open
2025-01-01 10:12:15,0.328,0,open
2025-01-01 10:12:16,0.291,0,open
2025-01-01 10:12:17,0.24,0,open
2025-01-01 10:12:18,0.306,0,open
2025-01-01 10:12:19,0.206,0,open
2025-01-01 10:12:20,0.202,0,open
2025-01-01 10:12:21,0.24,0,open
2025-01-01 10:12:22,0.201,0,open
2025-01-01 10:12:23,0.305,0,open
2025-01-01 10:12:24,0.287,1,open
2025-01-01 10:12:25,0.221,0,open
2025-01-01 10:12:26,0.284,0,open
2025-01-01 10:12:27,0.244,0,closed
2025-01-01 10:12:28,0.155,0,open
2025-01-01 10:12:29,0.219,0,open
2025-01-01 10:12:30,0.2,0,open
2025-01-01 10:12:31,0.284,0,open
2025-01-01 10:12:32,0.24,0,open
2025-01-01 10:12:33,0.241,0,closed
2025-01-01 10:12:34,0.177,1,open
2025-01-01 10:12:35,0.336,0,open
2025-01-01 10:12:36,0.189,0,open
2025-01-01 10:12:37,0.243,0,open
2025-01-01 10:12:38,0.169,0,open
2025-01-01 10:12:39,0.196,0,open
2025-01-01 10:12:40,0.273,0,closed
2025-01-01 10:12:41,0.181,0,squint
2025-01-01 10:12:42,0.192,0,open
2025-01-01 10:12:43,0.306,0,open
2025-01-01 10:12:44,0.326,0,open
2025-01-01 10:12:45,0.244,0,open
2025-01-01 10:12:46,0.17,1,open
2025-01-01 10:12:47,0.297,0,closed
2025-01-01 10:12:48,0.153,0,open
2025-01-01 10:12:49,0.254,1,closed
2025-01-01 10:12:50,0.187,0,squint
2025-01-01 10:12:51,0.309,0,open
2025-01-01 10:12:52,0.347,1,open
2025-01-01 10:12:53,0.242,0,open
2025-01-01 10:12:54,0.318,0,open
2025-01-01 10:12:55,0.205,0,open
2025-01-01 10:12:56,0.295,0,closed
2025-01-01 10:12:57,0.221,0,open
2025-01-01 10:12:58,0.345,0,closed
2025-01-01 10:12:59,0.303,0,open
2025-01-01 10:13:00,0.166,0,open
2025-01-01 10:13:01,0.238,0,closed
2025-01-01 10:13:02,0.278,0,open
2025-01-01 10:13:03,0.236,0,open
2025-01-01 10:13:04,0.192,0,open
2025-01-01 10:13:05,0.203,0,open
2025-01-01 10:13:06,0.303,0,squint
2025-01-01 10:13:07,0.339,0,open
2025-01-01 10:13:08,0.188,0,open
2025-01-01 10:13:09,0.166,0,open
2025-01-01 10:13:10,0.214,0,closed
2025-01-01 10:13:11,0.181,0,open
2025-01-01 10:13:12,0.273,0,open
2025-01-01 10:13:13,0.207,1,open
2025-01-01 10:13:14,0.193,0,open
2025-01-01 10:13:15,0.324,0,open
2025-01-01 10:13:16,0.194,0,open
2025-01-01 10:13:17,0.298,0,open
2025-01-01 10:13:18,0.181,0,open
2025-01-01 10:13:19,0.311,0,open
2025-01-01 10:13:20,0.255,0,open
2025-01-01 10:13:21,0.274,0,open
2025-01-01 10:13:22,0.273,0,open
2025-01-01 10:13:23,0.315,0,open
2025-01-01 10:13:24,0.283,0,open
2025-01-01 10:13:25,0.312,0,open
2025-01-01 10:13:26,0.189,0,open
2025-01-01 10:13:27,0.222,0,open
2025-01-01 10:13:28,0.285,0,open
2025-01-01 10:13:29,0.287,1,closed
2025-01-01 10:13:30,0.277,0,open
2025-01-01 10:13:31,0.23,0,open
2025-01-01 10:13:32,0.255,1,closed
2025-01-01 10:13:33,0.172,0,closed
2025-01-01 10:13:34,0.191,0,open
2025-01-01 10:13:35,0.325,0,open
2025-01-01 10:13:36,0.207,0,open
2025-01-01 10:13:37,0.188,0,open
2025-01-01 10:13:38,0.333,1,open
2025-01-01 10:13:39,0.233,0,open
2025-01-01 10:13:40,0.338,0,open
2025-01-01 10:13:41,0.258,0,squint
2025-01-01 10:13:42,0.338,0,open
2025-01-01 10:13:43,0.31,0,squint
2025-01-01 10:13:44,0.277,1,closed
2025-01-01 10:13:45,0.201,0,open
2025-01-01 10:13:46,0.276,0,open
2025-01-01 10:13:47,0.294,0,squint
2025-01-01 10:13:48,0.337,0,open
2025-01-01 10:13:49,0.242,0,open
2025-01-01 10:13:50,0.318,1,open
2025-01-01 10:13:51,0.342,0,open
2025-01-01 10:13:52,0.338,1,closed
2025-01-01 10:13:53,0.314,0,open
2025-01-01 10:13:54,0.177,0,open
2025-01-01 10:13:55,0.338,0,open
2025-01-01 10:13:56,0.157,0,closed
2025-01-01 10:13:57,0.264,0,open
2025-01-01 10:13:58,0.221,0,open
2025-01-01 10:13:59,0.229,0,open
2025-01-01 10:14:00,0.303,0,open
2025-01-01 10:14:01,0.32,0,closed
2025-01-01 10:14:02,0.235,0,squint
2025-01-01 10:14:03,0.173,0,squint
2025-01-01 10:14:04,0.218,0,open
2025-01-01 10:14:05,0.325,0,open
2025-01-01 10:14:06,0.23,0,open
2025-01-01 10:14:07,0.182,1,closed
2025-01-01 10:14:08,0.218,0,open
2025-01-01 10:14:09,0.241,0,open
2025-01-01 10:14:10,0.232,0,open
2025-01-01 10:14:11,0.26,0,squint
2025-01-01 10:14:12,0.198,0,squint
2025-01-01 10:14:13,0.302,0,open
2025-01-01 10:14:14,0.265,0,open
2025-01-01 10:14:15,0.33,0,squint
2025-01-01 10:14:16,0.326,0,open
2025-01-01 10:14:17,0.277,0,closed
2025-01-01 10:14:18,0.307,0,open
2025-01-01 10:14:19,0.239,0,open
2025-01-01 10:14:20,0.27,1,open
2025-01-01 10:14:21,0.297,0,open
2025-01-01 10:14:22,0.31,0,open
2025-01-01 10:14:23,0.3,0,open
2025-01-01 10:14:24,0.293,0,open
2025-01-01 10:14:25,0.282,0,open
2025-01-01 10:14:26,0.284,0,closed
2025-01-01 10:14:27,0.343,0,open
2025-01-01 10:14:28,0.248,0,open
2025-01-01 10:14:29,0.218,0,open
2025-01-01 10:14:30,0.343,0,open
2025-01-01 10:14:31,0.326,0,open
2025-01-01 10:14:32,0.316,0,closed
2025-01-01 10:14:33,0.204,0,closed
2025-01-01 10:14:34,0.267,0,open
2025-01-01 10:14:35,0.299,0,open
2025-01-01 10:14:36,0.188,0,open
2025-01-01 10:14:37,0.299,1,open
2025-01-01 10:14:38,0.228,0,squint
2025-01-01 10:14:39,0.185,0,open
2025-01-01 10:14:40,0.332,0,open
2025-01-01 10:14:41,0.338,0,open
2025-01-01 10:14:42,0.156,1,closed
2025-01-01 10:14:43,0.303,1,open
2025-01-01 10:14:44,0.282,0,open
2025-01-01 10:14:45,0.173,0,open
2025-01-01 10:14:46,0.31,0,squint
2025-01-01 10:14:47,0.309,0,open
2025-01-01 10:14:48,0.292,1,open
2025-01-01 10:14:49,0.222,0,open
2025-01-01 10:14:50,0.234,0,open
2025-01-01 10:14:51,0.218,0,closed
2025-01-01 10:14:52,0.236,0,open
2025-01-01 10:14:53,0.248,0,open
2025-01-01 10:14:54,0.267,0,open
2025-01-01 10:14:55,0.248,0,open
2025-01-01 10:14:56,0.234,0,open
2025-01-01 10:14:57,0.335,0,open
2025-01-01 10:14:58,0.196,0,open
2025-01-01 10:14:59,0.336,0,open
2025-01-01 10:15:00,0.296,0,squint
2025-01-01 10:15:01,0.166,0,squint
2025-01-01 10:15:02,0.193,0,closed
2025-01-01 10:15:03,0.222,0,open
2025-01-01 10:15:04,0.184,0,open
2025-01-01 10:15:05,0.212,0,open
2025-01-01 10:15:06,0.167,0,open
2025-01-01 10:15:07,0.202,0,open
2025-01-01 10:15:08,0.228,0,closed
2025-01-01 10:15:09,0.333,0,open
2025-01-01 10:15:10,0.219,0,open
2025-01-01 10:15:11,0.261,0,open
2025-01-01 10:15:12,0.215,0,open
2025-01-01 10:15:13,0.273,0,squint
2025-01-01 10:15:14,0.318,0,open
2025-01-01 10:15:15,0.196,0,open
2025-01-01 10:15:16,0.178,0,open
2025-01-01 10:15:17,0.312,0,open
2025-01-01 10:15:18,0.273,0,open
2025-01-01 10:15:19,0.23,0,open
2025-01-01 10:15:20,0.33,0,open
2025-01-01 10:15:21,0.274,0,closed
2025-01-01 10:15:22,0.199,0,open
2025-01-01 10:15:23,0.28,0,open
2025-01-01 10:15:24,0.24,0,open
2025-01-01 10:15:25,0.232,0,squint
2025-01-01 10:15:26,0.215,0,open
2025-01-01 10:15:27,0.31,0,squint
2025-01-01 10:15:28,0.223,0,open
2025-01-01 10:15:29,0.31,1,squint
2025-01-01 10:15:30,0.249,0,open
2025-01-01 10:15:31,0.154,0,closed
2025-01-01 10:15:32,0.236,0,open
2025-01-01 10:15:33,0.232,0,open
2025-01-01 10:15:34,0.167,0,closed
2025-01-01 10:15:35,0.308,0,open
2025-01-01 10:15:36,0.264,0,closed
2025-01-01 10:15:37,0.231,0,open
2025-01-01 10:15:38,0.255,0,open
2025-01-01 10:15:39,0.193,0,closed
2025-01-01 10:15:40,0.31,0,open
2025-01-01 10:15:41,0.33,0,open
2025-01-01 10:15:42,0.3,0,open
2025-01-01 10:15:43,0.343,0,open
2025-01-01 10:15:44,0.344,0,closed
2025-01-01 10:15:45,0.212,0,open
2025-01-01 10:15:46,0.203,0,open
2025-01-01 10:15:47,0.269,1,open
2025-01-01 10:15:48,0.174,0,squint
2025-01-01 10:15:49,0.208,0,open
2025-01-01 10:15:50,0.311,0,open
2025-01-01 10:15:51,0.345,0,squint
2025-01-01 10:15:52,0.33,0,open
2025-01-01 10:15:53,0.24,0,squint
2025-01-01 10:15:54,0.313,0,open
2025-01-01 10:15:55,0.314,0,open
2025-01-01 10:15:56,0.276,0,open
2025-01-01 10:15:57,0.234,0,open
2025-01-01 10:15:58,0.193,0,open
2025-01-01 10:15:59,0.306,0,open
2025-01-01 10:16:00,0.338,0,open
2025-01-01 10:16:01,0.273,0,open
2025-01-01 10:16:02,0.305,0,open
2025-01-01 10:16:03,0.17,0,open
2025-01-01 10:16:04,0.337,1,closed
2025-01-01 10:16:05,0.242,0,open
2025-01-01 10:16:06,0.278,0,squint
2025-01-01 10:16:07,0.259,1,squint
2025-01-01 10:16:08,0.21,0,open
2025-01-01 10:16:09,0.291,0,squint
2025-01-01 10:16:10,0.274,0,closed
2025-01-01 10:16:11,0.221,0,open
2025-01-01 10:16:12,0.289,1,open
2025-01-01 10:16:13,0.299,0,open
2025-01-01 10:16:14,0.238,0,open
2025-01-01 10:16:15,0.313,0,open
2025-01-01 10:16:16,0.292,0,closed
2025-01-01 10:16:17,0.17,0,open
2025-01-01 10:16:18,0.249,0,open
2025-01-01 10:16:19,0.298,0,closed
2025-01-01 10:16:20,0.162,0,closed
2025-01-01 10:16:21,0.215,0,open
2025-01-01 10:16:22,0.315,0,open
2025-01-01 10:16:23,0.337,0,open
2025-01-01 10:16:24,0.32,0,squint
2025-01-01 10:16:25,0.344,0,open
2025-01-01 10:16:26,0.291,0,open
2025-01-01 10:16:27,0.195,0,open
2025-01-01 10:16:28,0.169,0,open
2025-01-01 10:16:29,0.25,0,open
2025-01-01 10:16:30,0.168,0,open
2025-01-01 10:16:31,0.29,0,open
2025-01-01 10:16:32,0.299,0,open
2025-01-01 10:16:33,0.3,1,open
2025-01-01 10:16:34,0.184,0,open
2025-01-01 10:16:35,0.258,0,open
2025-01-01 10:16:36,0.151,1,open
2025-01-01 10:16:37,0.304,0,closed
2025-01-01 10:16:38,0.331,0,open
2025-01-01 10:16:39,0.23,0,squint
2025-01-01 10:16:40,0.246,0,squint
2025-01-01 10:16:41,0.261,0,open
2025-01-01 10:16:42,0.31,0,open
2025-01-01 10:16:43,0.343,0,squint
2025-01-01 10:16:44,0.184,0,open
2025-01-01 10:16:45,0.232,0,open
2025-01-01 10:16:46,0.224,0,open
2025-01-01 10:16:47,0.289,0,open
2025-01-01 10:16:48,0.227,0,open
2025-01-01 10:16:49,0.234,0,squint
2025-01-01 10:16:50,0.298,0,closed
2025-01-01 10:16:51,0.242,0,open
2025-01-01 10:16:52,0.28,0,closed
2025-01-01 10:16:53,0.173,0,open
2025-01-01 10:16:54,0.16,0,open
2025-01-01 10:16:55,0.238,0,open
2025-01-01 10:16:56,0.17,0,open
2025-01-01 10:16:57,0.29,0,squint
2025-01-01 10:16:58,0.187,0,open
2025-01-01 10:16:59,0.342,0,open
2025-01-01 10:17:00,0.185,0,open
2025-01-01 10:17:01,0.194,0,open
2025-01-01 10:17:02,0.297,0,squint
2025-01-01 10:17:03,0.34,0,open
2025-01-01 10:17:04,0.202,0,open
2025-01-01 10:17:05,0.292,0,closed
2025-01-01 10:17:06,0.152,0,open
2025-01-01 10:17:07,0.344,0,open
2025-01-01 10:17:08,0.341,0,closed
2025-01-01 10:17:09,0.308,0,open
2025-01-01 10:17:10,0.248,0,open
2025-01-01 10:17:11,0.264,0,open
2025-01-01 10:17:12,0.201,0,open
2025-01-01 10:17:13,0.193,0,closed
2025-01-01 10:17:14,0.195,0,open
2025-01-01 10:17:15,0.15,0,open
2025-01-01 10:17:16,0.341,0,open
2025-01-01 10:17:17,0.217,0,open
2025-01-01 10:17:18,0.155,0,open
2025-01-01 10:17:19,0.307,0,closed
2025-01-01 10:17:20,0.223,0,open
2025-01-01 10:17:21,0.28,0,open
2025-01-01 10:17:22,0.217,0,open
2025-01-01 10:17:23,0.263,0,closed
2025-01-01 10:17:24,0.309,0,closed
2025-01-01 10:17:25,0.169,0,open
2025-01-01 10:17:26,0.177,0,open
2025-01-01 10:17:27,0.216,0,open
2025-01-01 10:17:28,0.33,0,open
2025-01-01 10:17:29,0.335,0,open
2025-01-01 10:17:30,0.177,0,closed
2025-01-01 10:17:31,0.337,0,closed
2025-01-01 10:17:32,0.304,0,open
2025-01-01 10:17:33,0.35,0,open
2025-01-01 10:17:34,0.299,0,open
2025-01-01 10:17:35,0.264,0,open
2025-01-01 10:17:36,0.292,0,open
2025-01-01 10:17:37,0.218,0,squint
2025-01-01 10:17:38,0.229,0,closed
2025-01-01 10:17:39,0.312,0,open
2025-01-01 10:17:40,0.307,0,open
2025-01-01 10:17:41,0.19,0,open
2025-01-01 10:17:42,0.159,0,open
2025-01-01 10:17:43,0.241,0,open
2025-01-01 10:17:44,0.258,0,squint
2025-01-01 10:17:45,0.323,0,open
2025-01-01 10:17:46,0.349,0,open
2025-01-01 10:17:47,0.345,0,open
2025-01-01 10:17:48,0.342,0,open
2025-01-01 10:17:49,0.273,0,open
2025-01-01 10:17:50,0.255,0,closed
2025-01-01 10:17:51,0.174,0,open
2025-01-01 10:17:52,0.247,0,open
2025-01-01 10:17:53,0.212,0,open
2025-01-01 10:17:54,0.32,0,open
2025-01-01 10:17:55,0.347,0,squint
2025-01-01 10:17:56,0.31,0,open
2025-01-01 10:17:57,0.182,0,open
2025-01-01 10:17:58,0.323,0,squint
2025-01-01 10:17:59,0.313,0,open
2025-01-01 10:18:00,0.184,0,open
2025-01-01 10:18:01,0.251,1,open
2025-01-01 10:18:02,0.295,0,open
2025-01-01 10:18:03,0.161,0,open
2025-01-01 10:18:04,0.303,0,open
2025-01-01 10:18:05,0.158,0,open
2025-01-01 10:18:06,0.296,0,open
2025-01-01 10:18:07,0.25,0,squint
2025-01-01 10:18:08,0.188,0,open
2025-01-01 10:18:09,0.243,0,open
2025-01-01 10:18:10,0.345,0,open
2025-01-01 10:18:11,0.15,0,open
2025-01-01 10:18:12,0.318,0,closed
2025-01-01 10:18:13,0.189,0,open
2025-01-01 10:18:14,0.153,0,squint
2025-01-01 10:18:15,0.335,0,open
2025-01-01 10:18:16,0.252,0,open
2025-01-01 10:18:17,0.343,0,open
2025-01-01 10:18:18,0.295,0,open
2025-01-01 10:18:19,0.151,0,open
2025-01-01 10:18:20,0.167,0,open
2025-01-01 10:18:21,0.244,0,closed
2025-01-01 10:18:22,0.337,0,open
2025-01-01 10:18:23,0.319,0,open
2025-01-01 10:18:24,0.332,0,open
2025-01-01 10:18:25,0.334,0,open
2025-01-01 10:18:26,0.18,0,open
2025-01-01 10:18:27,0.279,0,open
2025-01-01 10:18:28,0.176,0,open
2025-01-01 10:18:29,0.274,0,closed
2025-01-01 10:18:30,0.349,0,open
2025-01-01 10:18:31,0.161,0,open
2025-01-01 10:18:32,0.269,1,open
2025-01-01 10:18:33,0.189,0,open
2025-01-01 10:18:34,0.26,0,open
2025-01-01 10:18:35,0.26,0,open
2025-01-01 10:18:36,0.159,0,open
2025-01-01 10:18:37,0.23,0,open
2025-01-01 10:18:38,0.164,0,open
2025-01-01 10:18:39,0.317,0,open
2025-01-01 10:18:40,0.343,0,closed
2025-01-01 10:18:41,0.173,0,squint
2025-01-01 10:18:42,0.168,0,open
2025-01-01 10:18:43,0.168,0,open
2025-01-01 10:18:44,0.266,0,open
2025-01-01 10:18:45,0.155,0,squint
2025-01-01 10:18:46,0.301,0,open
2025-01-01 10:18:47,0.293,0,open
2025-01-01 10:18:48,0.259,0,open
2025-01-01 10:18:49,0.328,1,squint
2025-01-01 10:18:50,0.301,0,open
2025-01-01 10:18:51,0.257,0,closed
2025-01-01 10:18:52,0.23,0,squint
2025-01-01 10:18:53,0.289,0,squint
2025-01-01 10:18:54,0.211,0,open
2025-01-01 10:18:55,0.201,0,open
2025-01-01 10:18:56,0.17,1,open
2025-01-01 10:18:57,0.348,0,open
2025-01-01 10:18:58,0.262,0,open
2025-01-01 10:18:59,0.246,0,open
2025-01-01 10:19:00,0.171,0,open
2025-01-01 10:19:01,0.175,0,open
2025-01-01 10:19:02,0.17,0,squint
2025-01-01 10:19:03,0.277,0,open
2025-01-01 10:19:04,0.273,0,open
2025-01-01 10:19:05,0.212,0,open
2025-01-01 10:19:06,0.218,1,closed
2025-01-01 10:19:07,0.236,0,squint
2025-01-01 10:19:08,0.176,0,open
2025-01-01 10:19:09,0.204,0,open
2025-01-01 10:19:10,0.293,0,closed
2025-01-01 10:19:11,0.164,0,open
2025-01-01 10:19:12,0.327,0,closed
2025-01-01 10:19:13,0.21,0,closed
2025-01-01 10:19:14,0.271,0,open
2025-01-01 10:19:15,0.327,0,open
2025-01-01 10:19:16,0.266,0,closed
2025-01-01 10:19:17,0.34,0,open
2025-01-01 10:19:18,0.297,0,closed
2025-01-01 10:19:19,0.336,1,open
2025-01-01 10:19:20,0.219,0,closed
2025-01-01 10:19:21,0.252,0,closed
2025-01-01 10:19:22,0.203,0,open
2025-01-01 10:19:23,0.259,0,open
2025-01-01 10:19:24,0.348,0,open
2025-01-01 10:19:25,0.241,0,open
2025-01-01 10:19:26,0.167,0,open
2025-01-01 10:19:27,0.319,0,closed
2025-01-01 10:19:28,0.315,1,open
2025-01-01 10:19:29,0.34,0,open
2025-01-01 10:19:30,0.285,0,open
2025-01-01 10:19:31,0.253,0,open
2025-01-01 10:19:32,0.154,0,open
2025-01-01 10:19:33,0.253,1,open
2025-01-01 10:19:34,0.167,0,open
2025-01-01 10:19:35,0.339,1,open
2025-01-01 10:19:36,0.246,0,open
2025-01-01 10:19:37,0.197,0,open
2025-01-01 10:19:38,0.15,0,open
2025-01-01 10:19:39,0.172,1,open
2025-01-01 10:19:40,0.273,0,open
2025-01-01 10:19:41,0.289,0,open
2025-01-01 10:19:42,0.214,0,squint
2025-01-01 10:19:43,0.341,0,open
2025-01-01 10:19:44,0.193,1,open
2025-01-01 10:19:45,0.265,0,open
2025-01-01 10:19:46,0.24,0,open
2025-01-01 10:19:47,0.321,0,open
2025-01-01 10:19:48,0.215,0,open
2025-01-01 10:19:49,0.271,0,open
2025-01-01 10:19:50,0.246,0,open
2025-01-01 10:19:51,0.326,0,open
2025-01-01 10:19:52,0.335,0,closed
2025-01-01 10:19:53,0.282,0,open
2025-01-01 10:19:54,0.197,0,closed
2025-01-01 10:19:55,0.224,0,open
2025-01-01 10:19:56,0.32,1,open
2025-01-01 10:19:57,0.154,0,open
2025-01-01 10:19:58,0.296,0,closed
2025-01-01 10:19:59,0.218,0,open
